feminine products,9,Netherlands Antilles,20
strawberry seeds,8,Guinea,9
Avatar,8,Germany,15
Exfoliator,7,Denmark,8
intense poetry,11,Angola,4
Patek Philippe Nautilus,5,Solomon Islands,2
Pet Carrier Bag,11,Brunei Darussalam,1
Grand Theft Auto V,3,Moldova,6
Adobe Photoshop,10,Mozambique,17
magnesium,2,Qatar,10
Golf Glove,11,Iraq,19
Tennis Racket,2,Heard Island and McDonald Islands,6
Mad Max: Fury Road,1,Ireland,5
Spider-Man (PS4),3,Tuvalu,2
Horizon Forbidden West,1,Guernsey,6
floral painting,8,Cuba,20
Face Mask,1,Iceland,18
Rangefinder,12,Poland,18
Tennis Racket,8,Slovenia,10
oven,5,Netherlands Antilles,18
Golf Tees,9,Saint Kitts and Nevis,18
scenic painting,2,Mongolia,19
War and Peace,6,Kazakhstan,13
Tag Heuer Carrera,5,Pitcairn Islands,13
Pet Nail Clippers,2,Pakistan,6
toaster,10,Latvia,15
romantic poetry,4,Malawi,20
animal painting,12,Liechtenstein,13
Windows 11,11,Finland,2
motrin,1,Bhutan,7
Serum,7,Nigeria,11
demons,1,Comoros,13
animal painting,12,Svalbard & Jan Mayen Islands,11
Toys,9,Switzerland,18
Red Dead Redemption 2,5,Bosnia and Herzegovina,7
cello,9,Saint Pierre and Miquelon,10
Inception,8,Sri Lanka,8
piano,11,Australia,6
Shrek,11,Brunei Darussalam,9
First Aid Kit,1,Afghanistan,8
Longines Master Collection,5,Spain,11
toe fungus cream,4,Grenada,8
Multi-tool,9,Argentina,18
strawberry seeds,8,Papua New Guinea,9
planter pots,3,Cyprus,9
oven,8,Lao People's Democratic Republic,17
Red Dead Redemption 2,7,Uzbekistan,13
The Matrix,8,Jersey,8
Notebooks,10,Cyprus,12
Pencils,4,Costa Rica,6
Golf Balls,7,Barbados,19
Basketball,7,Bahamas,6
Paper Clips,1,Grenada,18
Golf Tees,9,Kiribati,3
Volleyball,11,Sudan,12
Save Willy,6,United States Minor Outlying Islands,11
into the ocean,3,Brunei Darussalam,14
Cat Litter,6,Central African Republic,1
flute,5,Uganda,3
Baseball Bat,12,Estonia,17
clean slate,2,Fiji,19
Tennis Racket,10,Brazil,10
sad poetry,6,Bangladesh,12
The Matrix,12,Uruguay,4
Windows 11,6,Turks and Caicos Islands,17
Fishing Tackle,12,Djibouti,12
soil,3,Colombia,10
Sunscreen,4,French Guiana,9
soil,4,Micronesia,4
flute,10,French Guiana,4
Fedora,12,Mali,1
guitar,5,Lebanon,16
Android,8,Papua New Guinea,19
clean slate,11,Albania,2
cello,11,Micronesia,13
big ben,9,Pitcairn Islands,7
Guardians of the Galaxy,1,Jersey,20
The Legend of Zelda: Breath of the Wild,8,Jordan,12
The Lord of the Rings: The Fellowship of the Ring,2,Barbados,5
Baseball Glove,4,Romania,9
Baseball Bat,1,Congo,15
Highlighters,10,Bouvet Island (Bouvetoya),19
Volleyball,1,United States of America,8
Pet Carrier Bag,8,Panama,12
Android,9,Chile,8
Grand Theft Auto V,5,Netherlands Antilles,4
Baseball Glove,7,Nicaragua,3
Windows 11,7,Ethiopia,16
Lipstick,6,South Georgia and the South Sandwich Islands,15
The Legend of Zelda: Breath of the Wild,10,Saudi Arabia,7
macOS Ventura,1,Latvia,16
Basketball,5,American Samoa,19
modern sculpture,4,Northern Mariana Islands,12
romantic poetry,7,Israel,16
Fedora,5,Bangladesh,14
shovel,3,Swaziland,4
Ubuntu,10,Reunion,8
Cleanser,8,Seychelles,14
Adobe Photoshop,10,Cook Islands,13
The Matrix,3,Sudan,14
shovel,10,Tajikistan,10
Baseball Bat,11,Pakistan,12
scenic painting,7,Papua New Guinea,17
magnesium,12,Kuwait,19
motrin,1,Congo,10
white fuzzy blanket,7,Tunisia,17
Cat Litter,1,Finland,4
big ben,2,Portugal,4
Call of Duty: Modern Warfare II,10,Niue,3
Golf Tees,10,Albania,20
Windows 11,3,Northern Mariana Islands,12
toaster,9,Ireland,20
dishwasher,1,Russian Federation,17
microwave,12,Jamaica,5
Pet Backpack,3,Marshall Islands,17
romantic poetry,10,Korea,18
Outdoor Clothing,11,Saint Lucia,19
Fedora,11,Finland,10
Cartier Tank,3,Greenland,10
The other woman,2,Tokelau,20
Foundation,1,Malaysia,11
blue fuzzy blanket,10,Equatorial Guinea,6
Shrek,8,Samoa,12
The Lord of the Rings,11,Mali,19
Portable Water Filter,10,Palau,19
fish oil,8,Egypt,14
Feeding Station,8,Grenada,3
Baseball Bat,1,Finland,3
Apex Legends,10,Congo,16
Volleyball,12,Malta,3
Moby-Dick,8,Colombia,12
white plush throw pillow,5,Cocos (Keeling) Islands,10
Rubber Bands,5,Turkey,12
Sleeping Pad,3,Kenya,3
fish oil,7,Armenia,20
To Kill a Mockingbird,8,Belarus,15
toaster,1,Fiji,12
The Dark Knight,4,Algeria,6
Grand Theft Auto V,11,Monaco,9
Cartier Tank,1,Malaysia,17
Cooler,5,Antarctica (the territory South of 60 deg S),15
Crime and Punishment,11,Nigeria,11
modern sculpture,7,Namibia,18
Avengers: Endgame,4,Nicaragua,16
Windows 11,10,Tunisia,14
motrin,8,Qatar,7
magnesium,2,Cocos (Keeling) Islands,8
Horizon Forbidden West,3,Brazil,12
oven,12,Belize,36
Crime and Punishment,6,Slovenia,15
Tennis Racket,6,Andorra,7
animal painting,2,Dominican Republic,4
romantic poetry,7,Bouvet Island (Bouvetoya),4
Notebooks,8,Guinea,17
Blush,9,Libyan Arab Jamahiriya,12
Ubuntu,9,Fiji,6
Counter-Strike: Global Offensive,1,Cyprus,5
microwave,10,Namibia,20
Multi-tool,3,Jamaica,5
white plush throw pillow,11,Macao,17
Staples,5,Canada,11
The other woman,3,El Salvador,14
dishwasher,11,Israel,14
Rolex Submariner,3,Nicaragua,10
Pet Carrier,4,Ethiopia,5
Tennis Racket,12,Nigeria,15
iOS,12,Netherlands Antilles,11
Eraser,12,Vanuatu,2
motrin,11,Kazakhstan,7
Eyeliner,9,Botswana,11
Mad Max: Fury Road,4,Belize,1
vanilla candle,8,Qatar,11
Water Bowl,8,Kuwait,4
Golf Tees,8,China,8
refrigerator,6,Singapore,37
Patek Philippe Nautilus,11,Burkina Faso,1
Golf Tees,6,Japan,18
citrus candle,1,Isle of Man,1
magnesium,4,Bermuda,12
toaster,8,Czech Republic,2
Golf Balls,3,British Indian Ocean Territory (Chagos Archipelago),14
motrin,3,Chile,4
Baseball Glove,8,Tunisia,15
Guardians of the Galaxy,8,Cote d'Ivoire,20
intense poetry,9,China,19
1984,8,French Polynesia,18
conga,1,Madagascar,1
Baseball Glove,10,Tanzania,13
Avatar,2,Puerto Rico,19
Jurassic Park,5,Mali,7
Binders,5,Liberia,2
Binders,8,Saint Helena,14
romantic poetry,6,Solomon Islands,11
Fishing Rod,2,Jersey,5
drums,11,Saint Barthelemy,14
guitar,4,Italy,20
Overwatch 2,11,Bulgaria,16
Baseball Glove,7,Iraq,11
Staples,4,Central African Republic,4
magnesium,7,Venezuela,7
Guardians of the Galaxy,7,Algeria,12
The Legend of Zelda: Breath of the Wild,3,Denmark,3
Golf Clubs,10,Malaysia,5
IWC Pilot�s Watch,10,Anguilla,12
feminine products,4,Panama,6
To Kill a Mockingbird,2,Austria,3
Golf Balls,6,New Zealand,20
 mermaid sculpture,8,Cuba,2
Jaeger-LeCoultre Reverso,5,Gibraltar,2
Harness,7,Guyana,19
conga,10,Bangladesh,11
Golf Balls,7,Finland,6
microwave,6,Cyprus,10
Pet Brush,7,France,12
Golf Bag,12,Georgia,9
Patek Philippe Nautilus,8,San Marino,17
DOOM Eternal,4,Samoa,10
Volleyball,8,Suriname,7
Soccer Ball,10,Central African Republic,12
Golf Tees,2,French Guiana,17
Backpack,1,Syrian Arab Republic,15
1984,12,Malawi,10
intense poetry,1,Kyrgyz Republic,1
Jurassic Park,1,Pitcairn Islands,18
feminine products,12,Togo,15
Rangefinder,3,Congo,17
magnesium,7,Indonesia,18
iOS,5,Brazil,12
Eyeliner,10,Montserrat,19
piano,9,South Georgia and the South Sandwich Islands,17
Golf Balls,1,Timor-Leste,17
toaster,9,Brunei Darussalam,18
dishwasher,3,Monaco,7
flute,7,Suriname,16
refrigerator,7,Dominica,20
Camping Chairs,5,Colombia,11
First Aid Kit,12,El Salvador,7
Rubber Bands,5,Canada,20
vanilla candle,12,Gibraltar,19
iOS,4,Niger,15
Golf Bag,11,Mauritius,15
advil,9,Portugal,10
Pet Nail Clippers,12,United Arab Emirates,1
Counter-Strike: Global Offensive,11,Bahrain,13
The Great Gatsby,11,Togo,2
Omega Seamaster,8,American Samoa,12
Golf Glove,2,Western Sahara,7
Jaeger-LeCoultre Reverso,4,Isle of Man,7
DOOM Eternal,6,Germany,3
macOS Ventura,2,Slovakia (Slovak Republic),15
Golf Glove,12,Seychelles,4
big ben,10,China,9
drums,11,Moldova,14
oven,7,Gambia,7
Foundation,4,Vietnam,13
Cleanser,2,Kuwait,17
Audemars Piguet Royal Oak,5,Mongolia,19
toaster,4,Lesotho,17
Jurassic Park,6,United Kingdom,5
advil,8,Seychelles,13
floral painting,1,Afghanistan,12
Inception,8,Aruba,7
romantic poetry,10,Thailand,9
Golf Tees,1,Saint Pierre and Miquelon,14
Moby-Dick,5,Macao,3
Guardians of the Galaxy,9,Tuvalu,19
romantic poetry,11,Korea,19
blue plush throw pillow,3,Mali,4
Tag Heuer Carrera,6,Croatia,9
piano,7,Palestinian Territory,13
Eyeshadow,12,American Samoa,6
Volleyball,8,Anguilla,2
Battlefield 2042,7,Togo,20
flute,7,Uganda,16
citrus candle,8,Greece,15
oven,4,Bouvet Island (Bouvetoya),2
feminine products,3,Kyrgyz Republic,18
piano,5,Micronesia,16
 mermaid sculpture,5,China,1
Cooler,6,Jordan,6
drums,12,Georgia,7
toaster,5,New Caledonia,1
The Lord of the Rings,3,Oman,19
Star Wars: Episode IV - A New Hope,11,China,19
advil,9,Denmark,19
microwave,10,Turks and Caicos Islands,6
Ubuntu,5,San Marino,16
piano,2,Antigua and Barbuda,1
Basketball,2,Cape Verde,16
Map and Compass,2,Spain,1
cello,6,Bouvet Island (Bouvetoya),12
motrin,11,Timor-Leste,16
Shrek,2,Bahamas,18
toaster,10,Guinea-Bissau,17
motrin,4,Senegal,7
Counter-Strike: Global Offensive,2,Germany,5
Windows 11,3,Samoa,11
refrigerator,9,Nauru,16
Stapler,2,Finland,2
Basketball,12,Ethiopia,16
Tennis Racket,3,Equatorial Guinea,3
demons,6,Northern Mariana Islands,18
The Hobbit,4,Trinidad and Tobago,12
Golf Clubs,7,Svalbard & Jan Mayen Islands,10
Harness,5,Dominica,16
Omega Seamaster,11,Somalia,18
Blush,10,Holy See (Vatican City State),16
Tissot Le Locle,10,Antigua and Barbuda,4
War and Peace,4,Kyrgyz Republic,15
Horizon Forbidden West,11,Kuwait,14
Paper,10,Serbia,4
To Kill a Mockingbird,12,Bahrain,8
magnesium,7,Micronesia,7
Stapler,6,Belize,16
Golf Glove,12,Liberia,20
Perfume,11,Rwanda,16
Flashlight,5,Niue,3
Golf Balls,10,Nicaragua,3
piano,6,Angola,1
Crime and Punishment,4,Dominican Republic,11
Breitling Navitimer,12,Chile,3
Audemars Piguet Royal Oak,1,Zambia,12
demons,7,India,8
macOS Ventura,10,Bhutan,15
 mermaid sculpture,7,Micronesia,17
into the ocean,7,Turkey,20
strawberry seeds,5,United States Minor Outlying Islands,20
Call of Duty: Modern Warfare II,2,Comoros,13
Leash,11,Bosnia and Herzegovina,19
Android,4,Saint Barthelemy,19
Dental Chews,2,Palau,8
Leash,1,Korea,8
Soccer Ball,2,Cayman Islands,2
floral painting,1,Norway,2
demons,2,Zimbabwe,17
Soccer Ball,12,Saint Lucia,10
sad poetry,11,Syrian Arab Republic,17
fish oil,2,Sierra Leone,8
Baseball Glove,10,Yemen,10
oven,4,Ukraine,6
iOS,12,Lithuania,12
magnesium,2,Lesotho,11
Pens,6,San Marino,18
Pet Backpack,10,Sri Lanka,3
vanilla candle,12,Singapore,15
Battlefield 2042,1,Tanzania,17
Cat Litter,4,Luxembourg,6
white fuzzy blanket,8,Ecuador,10
Golf Balls,10,Paraguay,19
guitar,12,Puerto Rico,20
Omega Speedmaster Professional,7,Georgia,19
clean slate,11,Vanuatu,1
Golf Tees,4,Cyprus,18
Spider-Man (PS4),8,Russian Federation,5
shovel,6,Tuvalu,12
macOS Ventura,5,Morocco,3
Longines Master Collection,4,New Caledonia,7
Lantern,12,Antarctica (the territory South of 60 deg S),6
Backpack,10,Antarctica (the territory South of 60 deg S),2
Pet Carrier,2,Grenada,16
into the ocean,8,Afghanistan,3
Golf Bag,10,Turkmenistan,1
Paper Clips,7,Morocco,17
blue fuzzy blanket,9,United States of America,17
Paper,2,Argentina,2
Grand Theft Auto V,2,Aruba,10
Soccer Ball,8,Mauritania,4
Jurassic Park,4,Jordan,6
oven,8,British Virgin Islands,14
Hair Conditioner,4,Australia,2
Baseball Bat,7,Cote d'Ivoire,13
microwave,5,Sweden,6
piano,7,Switzerland,10
Horizon Forbidden West,9,Gabon,16
Assassin's Creed Valhalla,7,Pakistan,18
Mascara,11,France,15
Pet Backpack,4,Tuvalu,17
Basketball,7,Romania,15
The Lord of the Rings: The Fellowship of the Ring,4,Singapore,10
Grand Theft Auto V,2,Burundi,10
dishwasher,11,Montserrat,7
Tissot Le Locle,11,Brunei Darussalam,2
 mermaid sculpture,2,New Caledonia,19
Soccer Ball,1,Tajikistan,14
Blade Runner 2049,9,Thailand,9
magnesium,4,Martinique,12
toe fungus cream,10,Vietnam,16
The Lord of the Rings: The Fellowship of the Ring,3,El Salvador,11
Breitling Navitimer,3,Israel,15
Litter Box,10,Suriname,4
Paper,8,Trinidad and Tobago,7
Toys,2,Northern Mariana Islands,3
Windows 11,6,Togo,1
Counter-Strike: Global Offensive,2,Japan,16
Pride and Prejudice,4,Saint Pierre and Miquelon,2
citrus candle,10,Saint Lucia,10
Android,9,Egypt,3
drums,7,Cote d'Ivoire,2
Moisturizer,11,Italy,6
Adobe Photoshop,7,Saint Lucia,15
modern sculpture,8,Nicaragua,6
microwave,3,Italy,12
Mission: Impossible � Fallout,11,Portugal,11
Mission: Impossible � Fallout,12,Korea,20
Tennis Racket,1,American Samoa,5
Pet Crate,8,Panama,13
Windows 11,7,Malta,15
Fishing Tackle,1,Botswana,1
white plush throw pillow,1,Mauritius,18
microwave,1,Jordan,2
Omega Seamaster,6,Botswana,18
Audemars Piguet Royal Oak,9,Solomon Islands,19
The Lord of the Rings,4,Nepal,16
Foundation,1,Cayman Islands,17
Pet Bed,12,Palestinian Territory,14
guitar,2,Martinique,4
Whiteboard Markers,11,Ukraine,3
Cartier Tank,5,Slovenia,9
Omega Speedmaster Professional,12,Ecuador,1
Baseball Glove,3,Canada,3
microwave,7,Cape Verde,1
red fuzzy blanket,10,Taiwan,1
Hiking Boots,3,Ukraine,9
Cleanser,9,Maldives,9
animal painting,12,Czech Republic,10
feminine products,11,Romania,8
Flashlight,4,Kenya,17
toaster,5,Cameroon,11
Mad Max: Fury Road,3,Estonia,10
piano,11,Belize,3
Grooming Brush,7,Faroe Islands,20
Pet Bed,5,Sweden,2
Moby-Dick,12,Libyan Arab Jamahiriya,8
Concealer,5,Timor-Leste,10
The Catcher in the Rye,5,Afghanistan,12
animal painting,8,Colombia,10
Baseball Bat,8,Lithuania,19
oven,7,Colombia,10
Battlefield 2042,4,Oman,4
clean slate,8,Greece,15
Toner,6,Cuba,15
Foundation,3,Mongolia,18
Water Bowl,11,British Virgin Islands,18
Pet Carrier Bag,6,Malaysia,9
oven,10,Portugal,5
Fishing Rod,3,Romania,9
The Lord of the Rings,10,Bangladesh,5
Assassin's Creed Valhalla,10,Germany,3
1984,12,Svalbard & Jan Mayen Islands,3
Eyeshadow,3,Kiribati,18
Guardians of the Galaxy,1,Guam,15
Pride and Prejudice,5,Faroe Islands,7
tomato seeds,6,Tuvalu,20
The Legend of Zelda: Breath of the Wild,9,Mongolia,11
The Hobbit,11,Lesotho,20
flute,12,Mayotte,20
clean slate,3,Belgium,17
piano,10,Nigeria,3
motrin,5,Sri Lanka,17
The other woman,1,Hong Kong,5
fish oil,7,Central African Republic,13
animal painting,11,Somalia,1
microwave,6,Sudan,4
The Lord of the Rings: The Fellowship of the Ring,3,Norfolk Island,7
Mad Max: Fury Road,7,Marshall Islands,11
fish oil,7,Albania,18
The Lord of the Rings,4,Paraguay,14
dishwasher,5,Timor-Leste,11
fish oil,11,Qatar,12
Toys,4,Belarus,1
flute,9,Congo,19
Guardians of the Galaxy,9,Kuwait,1
soil,10,Morocco,13
Ubuntu,10,Denmark,10
Tennis Racket,1,Botswana,8
Grand Theft Auto V,8,Dominica,13
Multi-tool,7,Cook Islands,10
Body Lotion,3,North Macedonia,1
Pet Carrier Bag,7,Chile,12
toe fungus cream,6,Bolivia,5
microwave,4,Maldives,20
guitar,12,Samoa,7
strawberry seeds,1,Uganda,20
flute,5,Russian Federation,4
intense poetry,4,Maldives,17
Grand Theft Auto V,7,Nicaragua,17
microwave,5,Zambia,17
macOS Ventura,1,United States Minor Outlying Islands,4
The Great Gatsby,5,Western Sahara,14
Soccer Ball,8,Guatemala,19
Spider-Man (PS4),4,Georgia,6
Binoculars,6,Monaco,7
Rolex Submariner,5,Tonga,9
planter pots,4,Niue,8
Markers,7,Liechtenstein,18
The other woman,10,Holy See (Vatican City State),1
feminine products,5,Canada,4
Longines Master Collection,7,Belarus,10
piano,9,Saint Vincent and the Grenadines,15
Pencils,7,Rwanda,8
Grand Theft Auto V,6,French Southern Territories,19
Camping Tent,1,Peru,8
Sunscreen,2,Japan,19
conga,12,Israel,7
Volleyball,5,Sudan,12
Serum,2,Anguilla,14
Camping Tent,10,Jamaica,18
fish oil,10,Bermuda,1
Guardians of the Galaxy,7,Equatorial Guinea,16
Paper,7,Samoa,36
conga,7,China,8
drums,7,Niger,7
Blush,2,Mongolia,19
piano,11,Reunion,8
Scratching Post,12,Turks and Caicos Islands,5
Longines Master Collection,8,Jamaica,15
animal painting,1,Cayman Islands,18
tomato seeds,10,Japan,6
blue plush throw pillow,8,Sao Tome and Principe,11
Omega Seamaster,5,Tunisia,12
Golf Clubs,6,Mali,19
oven,12,Italy,20
modern sculpture,8,South Georgia and the South Sandwich Islands,12
citrus candle,11,Burundi,3
Paper,2,Venezuela,4
Grooming Brush,8,Latvia,2
iOS,9,Germany,8
Save Willy,1,Suriname,9
Golf Glove,7,China,5
Toner,5,Yemen,12
oven,10,Togo,9
Water Bowl,8,Liberia,16
Binoculars,3,Libyan Arab Jamahiriya,14
Staples,7,Finland,3
iOS,12,Poland,13
Crime and Punishment,8,Saint Martin,18
The other woman,3,Netherlands,16
guitar,2,Myanmar,17
First Aid Kit,1,Samoa,12
feminine products,1,Zimbabwe,9
Paper Clips,11,Greenland,11
oven,5,Brunei Darussalam,31
Sleeping Pad,5,Singapore,9
Golf Clubs,6,Mongolia,11
Golf Glove,9,Greenland,3
flute,6,Kazakhstan,12
Adobe Photoshop,6,Slovenia,7
Longines Master Collection,4,Papua New Guinea,5
clean slate,6,Canada,9
white fuzzy blanket,4,Mali,6
Rubber Bands,7,Cambodia,14
Call of Duty: Modern Warfare II,2,Heard Island and McDonald Islands,8
drums,2,Turkey,8
Rubber Bands,12,Nepal,10
The Hobbit,7,Colombia,6
Apex Legends,4,New Zealand,3
advil,8,Austria,11
Tennis Racket,12,Chile,7
flute,9,Lebanon,13
white plush throw pillow,9,Venezuela,2
blue fuzzy blanket,2,Russian Federation,10
Rolex Submariner,5,Heard Island and McDonald Islands,3
Foundation,1,Sao Tome and Principe,15
Jurassic Park,2,Namibia,20
Markers,7,El Salvador,12
Basketball,10,Slovakia (Slovak Republic),19
Eyeliner,5,Belarus,4
The Matrix,2,Malta,3
red fuzzy blanket,7,Jersey,15
The Matrix,7,Rwanda,12
The Dark Knight,7,Puerto Rico,16
Android,4,Malawi,12
Pride and Prejudice,8,Germany,19
Fedora,10,Ireland,16
Windows 11,3,Guadeloupe,7
dishwasher,9,Eritrea,10
magnesium,1,Gibraltar,18
Shampoo,1,Saint Helena,16
fish oil,12,Liberia,19
refrigerator,3,Sao Tome and Principe,14
conga,3,Burundi,7
Flashlight,4,Gibraltar,10
feminine products,7,Bouvet Island (Bouvetoya),12
Pet Carrier Bag,12,Saint Helena,7
Pet Cleaning Wipes,12,Hong Kong,11
Face Mask,4,New Zealand,6
advil,9,Costa Rica,3
Cat Litter,2,Sudan,13
Assassin's Creed Valhalla,5,Aruba,20
microwave,9,New Zealand,11
Golf Glove,1,Libyan Arab Jamahiriya,4
Crime and Punishment,7,Cote d'Ivoire,3
Face Mask,3,Ukraine,14
Baseball Bat,10,Venezuela,17
planter pots,4,Korea,6
1984,9,Mongolia,18
Pet Brush,3,Egypt,17
Perfume,1,Saint Helena,5
Assassin's Creed Valhalla,12,Uruguay,8
Save Willy,10,Nicaragua,12
big ben,4,Sweden,16
toe fungus cream,5,Cote d'Ivoire,7
 mermaid sculpture,1,Bahamas,20
To Kill a Mockingbird,1,Taiwan,18
Eyeshadow,3,El Salvador,1
animal painting,2,Indonesia,10
toaster,3,United States of America,16
Makeup Remover,4,Mayotte,1
Shrek,11,Jordan,1
Baseball Glove,9,Cape Verde,1
macOS Ventura,4,French Southern Territories,20
floral painting,12,Latvia,6
Jaeger-LeCoultre Reverso,10,Austria,2
Assassin's Creed Valhalla,7,Eritrea,1
Mission: Impossible � Fallout,6,New Caledonia,20
Golf Tees,3,Brunei Darussalam,8
oven,8,Korea,7
Save Willy,6,Zambia,8
Baseball Bat,3,Slovakia (Slovak Republic),20
Rangefinder,1,Switzerland,16
IWC Pilot�s Watch,3,Gambia,16
motrin,8,Panama,16
Fedora,10,Sao Tome and Principe,20
DOOM Eternal,2,American Samoa,7
Avatar,3,Australia,6
blue plush throw pillow,1,Palestinian Territory,12
romantic poetry,7,Malawi,17
Pet Clothes,7,Liechtenstein,16
animal painting,9,Timor-Leste,17
toe fungus cream,12,Madagascar,5
Stapler,8,Zambia,5
Cartier Tank,8,Cote d'Ivoire,5
citrus candle,12,Chad,3
Breitling Navitimer,2,Papua New Guinea,8
Lipstick,5,Namibia,3
toaster,7,Qatar,9
strawberry seeds,11,Azerbaijan,14
Notebooks,12,Micronesia,17
Shrek,9,Tajikistan,8
Grand Theft Auto V,2,British Indian Ocean Territory (Chagos Archipelago),3
Omega Speedmaster Professional,7,Eritrea,20
Basketball,1,Reunion,17
Folders,12,Ethiopia,5
Pride and Prejudice,3,Guinea,17
vanilla candle,11,Luxembourg,18
dishwasher,2,Niger,6
Soccer Ball,6,Korea,4
Apex Legends,9,Ethiopia,2
Eyeliner,4,Ireland,3
Assassin's Creed Valhalla,7,Timor-Leste,17
Pet Shampoo,11,Ghana,1
dishwasher,7,Solomon Islands,19
Fire Starter,11,Cote d'Ivoire,12
Longines Master Collection,12,Morocco,5
Whiteboard Markers,6,Guinea,11
Lantern,12,Saint Barthelemy,17
Stapler,9,Azerbaijan,7
Fedora,2,Cameroon,18
Folders,12,Paraguay,11
Basketball,9,Guam,18
cello,5,Anguilla,12
Golf Clubs,2,Panama,11
Soccer Ball,3,Mayotte,7
soil,11,Saint Barthelemy,3
Moisturizer,4,Tokelau,15
Binders,4,Congo,20
animal painting,2,Bermuda,7
Folders,7,Mayotte,17
Ubuntu,7,Sweden,9
Staples,5,Suriname,13
Call of Duty: Modern Warfare II,7,Zimbabwe,18
Golf Clubs,5,Svalbard & Jan Mayen Islands,12
vanilla candle,6,Afghanistan,1
Omega Speedmaster Professional,7,Sao Tome and Principe,7
into the ocean,1,Sweden,17
Golf Glove,12,Saint Pierre and Miquelon,18
Food Bowl,11,Eritrea,6
Sunscreen,11,Dominican Republic,3
refrigerator,5,Mozambique,17
Windows 11,6,Palestinian Territory,6
Soccer Ball,5,Georgia,4
1984,8,Indonesia,11
magnesium,3,Netherlands,6
Jurassic Park,5,South Georgia and the South Sandwich Islands,6
Camping Stove,10,Sao Tome and Principe,8
Volleyball,9,New Zealand,6
macOS Ventura,3,Mauritius,9
blue plush throw pillow,5,Guyana,3
Paper,8,Puerto Rico,6
Body Lotion,9,India,16
The Lord of the Rings: The Fellowship of the Ring,11,Madagascar,8
To Kill a Mockingbird,9,Ecuador,9
Paper,11,Belarus,8
cello,5,Mexico,19
demons,10,Guinea-Bissau,9
into the ocean,10,Latvia,3
Pet Carrier Bag,2,Bosnia and Herzegovina,2
Collar,11,French Southern Territories,12
refrigerator,7,Cambodia,7
motrin,6,Bahrain,17
Rangefinder,6,Oman,2
Baseball Bat,2,Sweden,16
Cleanser,4,Chile,5
drums,7,Libyan Arab Jamahiriya,20
DOOM Eternal,9,Belize,12
Paper Clips,4,Germany,2
big ben,2,Timor-Leste,20
refrigerator,9,Saint Helena,19
sad poetry,7,Senegal,9
blue plush throw pillow,5,Eritrea,20
microwave,1,Gibraltar,13
Cartier Tank,9,Chad,17
Cleanser,12,Cambodia,3
Red Dead Redemption 2,3,Dominican Republic,13
Pet Shampoo,4,Antarctica (the territory South of 60 deg S),7
Golf Balls,7,Cayman Islands,1
red fuzzy blanket,10,Saint Pierre and Miquelon,10
The other woman,11,Tunisia,19
demons,10,Malawi,8
Red Dead Redemption 2,4,Saint Pierre and Miquelon,14
intense poetry,5,Lao People's Democratic Republic,7
Golf Glove,10,Nepal,9
The Matrix,12,Tunisia,10
War and Peace,7,Bermuda,4
Collar,11,Congo,1
Moby-Dick,1,Austria,5
big ben,3,Gambia,11
To Kill a Mockingbird,12,British Virgin Islands,14
The Lord of the Rings,9,Puerto Rico,10
Android,6,Dominican Republic,20
cello,9,Zambia,5
Adobe Photoshop,2,Jamaica,4
dishwasher,7,North Macedonia,2
Backpack,7,Eritrea,19
red fuzzy blanket,11,Anguilla,17
Golf Clubs,4,Colombia,9
vanilla candle,4,Morocco,14
Fedora,4,Namibia,9
Pet Backpack,10,Azerbaijan,4
The other woman,3,Greece,2
modern sculpture,2,Bahamas,3
Pet Carrier,11,Macao,7
Basketball,7,Montenegro,3
modern sculpture,4,Mongolia,5
magnesium,2,Cuba,11
Pride and Prejudice,8,Congo,13
animal painting,6,Togo,12
Golf Bag,8,Tuvalu,10
Call of Duty: Modern Warfare II,4,Cuba,14
drums,7,Guam,7
piano,6,Zambia,20
Save Willy,1,Iran,10
Battlefield 2042,2,Monaco,10
Save Willy,8,Japan,8
microwave,8,Niger,6
Pride and Prejudice,12,Saudi Arabia,12
iOS,3,Tuvalu,8
into the ocean,6,Solomon Islands,23
Blush,12,Tanzania,2
Blade Runner 2049,2,Uruguay,17
Android,5,Jersey,10
Sleeping Bag,8,Uganda,8
Horizon Forbidden West,9,Micronesia,4
Guardians of the Galaxy,1,Barbados,9
Tennis Racket,6,French Polynesia,12
Eyeliner,6,Vanuatu,8
Call of Duty: Modern Warfare II,2,Palestinian Territory,12
Golf Tees,9,Eritrea,7
citrus candle,11,Argentina,17
clean slate,8,Namibia,8
Golf Tees,4,Paraguay,14
The Lord of the Rings,9,Isle of Man,12
 mermaid sculpture,12,Bouvet Island (Bouvetoya),8
Adobe Photoshop,11,Syrian Arab Republic,12
advil,2,Mauritius,20
Rangefinder,1,Kyrgyz Republic,19
motrin,3,Benin,19
Bug Spray,8,Bermuda,12
shovel,6,Japan,14
Ubuntu,7,Sri Lanka,16
Highlighters,11,Belarus,15
Perfume,10,Malaysia,3
Golf Tees,12,Mauritius,20
Android,3,Bangladesh,16
Fire Starter,2,Malta,1
blackberry seeds,9,Tonga,14
fish oil,8,Greenland,9
Soccer Ball,4,Slovakia (Slovak Republic),4
Battlefield 2042,2,Taiwan,13
To Kill a Mockingbird,12,Korea,12
modern sculpture,6,Liberia,3
iOS,5,Northern Mariana Islands,18
scenic painting,11,New Zealand,8
